shot_id,x,y,team_id,made,description,meta,flag2
2839649249,31.0,66.0,536,False,2nd 15:29:00 : missed by Kye Dickson(UTRGV) 41-52,period_2 player_787287571 team_536,False
2839649261,5.0,56.0,536,True,2nd 14:52:00 : made by Kye Dickson(UTRGV) 43-54,period_2 player_787287571 team_536,False
2839649262,95.0,3.0,301,False,2nd 14:42:00 : missed by Andrej Stojakovic(Illinois) 43-54,period_2 player_787287546 team_301,False
2839649266,18.0,52.0,536,True,2nd 14:22:00 : made by Kye Dickson(UTRGV) 45-54,period_2 player_787287571 team_536,False
2839649271,11.0,17.0,536,False,2nd 13:45:00 : missed by Kye Dickson(UTRGV) 45-56,period_2 player_787287571 team_536,False
2839649273,7.0,46.0,536,True,2nd 13:28:00 : made by Kye Dickson(UTRGV) 47-56,period_2 player_787287571 team_536,False
2839649282,91.0,45.0,301,True,2nd 13:10:00 : made by Mihailo Petrovic(Illinois) 47-58,period_2 player_787287556 team_301,False
2839649287,93.0,47.0,301,True,2nd 12:54:00 : made by Zvonimir Ivisic(Illinois) 49-60,period_2 player_787287547 team_301,False
2839649306,68.0,47.0,301,True,2nd 11:54:00 : made by Zvonimir Ivisic(Illinois) 49-63,period_2 player_787287547 team_301,False
2839649309,6.0,51.0,536,True,2nd 11:28:00 : made by Filip Brankovic(UTRGV) 51-63,period_2 player_787287574 team_536,False
2839649310,93.0,43.0,301,True,2nd 11:18:00 : made by Mihailo Petrovic(Illinois) 51-65,period_2 player_787287556 team_301,False
2839649319,11.0,48.0,536,False,2nd 10:58:00 : missed by Filip Brankovic(UTRGV) 51-66,period_2 player_787287574 team_536,False
2839649321,92.0,53.0,301,True,2nd 10:39:00 : made by Andrej Stojakovic(Illinois) 51-68,period_2 player_787287546 team_301,False
2839649323,22.0,78.0,536,False,2nd 10:22:00 : missed by Jaylen Washington(UTRGV) 51-68,period_2 player_787287572 team_536,False
2839649325,96.0,3.0,301,False,2nd 10:11:00 : missed by Ben Humrichous(Illinois) 51-68,period_2 player_787287549 team_301,False
2839649327,33.0,40.0,536,True,2nd 09:59:00 : made by Filip Brankovic(UTRGV) 54-68,period_2 player_787287574 team_536,False
2839649329,85.0,4.0,301,False,2nd 09:44:00 : missed by Ben Humrichous(Illinois) 54-68,period_2 player_787287549 team_301,False
